OBJECTID,HSISID,SCORE,DATE_,DESCRIPTION,TYPE,INSPECTOR,PERMITID,NAME,RESTAURANTOPENDATE,CITY,FACILITYTYPE
25123079,04092110501,98.5,2022-01-07T05:00:00Z,"Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources
No PIC signature today due to COVID-19 precautions. Inspection report is emailed to PIC.",Inspection,Joanne Rutkofske,15285,Vernon Malone College & Career Academy Cafeteria,2014/06/30 04:00:00+00,RALEIGH,Public School Lunchrooms
25123560,04092025252,97.5,2022-01-07T05:00:00Z,"Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources
No PIC signature today due to COVID-19 precautions. Inspection report is emailed to PIC.
Make sure gloves are always worn while handling ready-to-eat foods like the chopped cilantro, onion, and limes.",Inspection,Joanne Rutkofske,8541,Mezquital Valley Catering @ TKA,2019/04/09 04:00:00+00,RALEIGH,Food Stand
25123594,04092017952,93,2022-01-07T05:00:00Z,"Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources  **No signature required due to COVID 19 precautions**",Inspection,Kendra Wiggins,22739,O-Ku,2018/09/28 04:00:00+00,RALEIGH,Restaurant
25124207,04092015453,96,2022-01-07T05:00:00Z,"Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources
Report e-mailed to PIC
Inspector info: Dipatrimarki Farkas; dipatrimarki.farkas@wakegov.com; (919) 210-8155",Inspection,Dipatrimarki Farkas,8769,HIBACHI GRILL & SUPREME BUFFET,2009/08/20 04:00:00+00,RALEIGH,Restaurant
25124466,04092021986,96,2022-01-07T05:00:00Z,"Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources

No signature of recipient due to COVID-19 pandemic.",Inspection,Christy Klaus,14876,DOMINO'S #5591,2016/11/07 05:00:00+00,GARNER,Food Stand
25125206,04092018222,99.5,2022-01-07T05:00:00Z,"Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources
*Inspector Info: Patricia Sabby/Patricia.Sabby@wakegov.com/919-796-8053*",Inspection,Patricia Sabby,14725,Harris Teeter #136 Starbucks,2019/11/07 05:00:00+00,RALEIGH,Restaurant
25127169,04092110480,98,2022-01-07T05:00:00Z,"DISCUSSION: Written procedure for vomiting and diarrheal events were available, but PIC stated that kitchen staff are not the ones who deal with these incidents but rather the school custodial staff. Therefore, it is necessary to include in your written procedure a section that specifies that the custodial staff would be the ones to be contacted and would respond and clean up after vomiting and diarrheal events...Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources",Inspection,Lucy Schrum,17403,WENDELL MIDDLE SCHOOL CAFETERIA,2009/05/05 04:00:00+00,WENDELL,Public School Lunchrooms
25128314,04092015862,97,2022-01-07T05:00:00Z,"Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources. No signature required due to COVID-19.",Inspection,Elizabeth Jackson,17005,NO. 1 CHINESE RESTAURANT,2011/01/04 05:00:00+00,CARY,Restaurant
25129207,04092016527,98.5,2022-01-07T05:00:00Z,"Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources

No signature of recipient due to COVID-19 pandemic.",Inspection,Christy Klaus,20909,STARBUCKS TARGET #1104,2013/10/08 04:00:00+00,GARNER,Restaurant
25131376,04092030505,99.5,2022-01-07T05:00:00Z,"Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources------------------PIC cannot sign due to COVID-19 concerns.",Inspection,Nicole Millard,18943,Tacos Mi Tierra Caliente (WCID #792),2020/11/04 05:00:00+00,RALEIGH,Mobile Food Units
25132246,04092030382,95.5,2022-01-07T05:00:00Z,"Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources",Inspection,Jason Dunn,16914,Tacos Sanjuan (WCID #656),2018/11/29 05:00:00+00,KNIGHTDALE,Mobile Food Units
25135248,04092018072,98.5,2022-01-07T05:00:00Z,"Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources

No signature of recipient due to COVID-19 pandemic.",Inspection,Christy Klaus,16939,Starbucks Target 1824,2019/03/11 04:00:00+00,GARNER,Restaurant
25138083,04092016849,99,2022-01-07T05:00:00Z,"Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources

NO PIC SIGNATURE DUE TO COVID 19 PANDEMIC

NO PIC SIGNATURE DUE TO COVID 19 PANDEMIC

Use bags of ice to cool down items in the make line unit instead of sitting an entire pan of ice to not contaminate other foods.",Inspection,Laura McNeill,21545,HIBACHI BOWL,2015/01/06 05:00:00+00,RALEIGH,Restaurant
25139875,04092014563,97.5,2022-01-07T05:00:00Z,NA,Inspection,Angela Myers,13903,Red Robin #567,2006/04/24 04:00:00+00,CARY,Restaurant
25096606,04092016930,98.5,2022-01-10T05:00:00Z,"Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources
*Inspector Info: Patricia Sabby/Patricia.Sabby@wakegov.com/919-796-8053*",Inspection,Patricia Sabby,2040,HYATT HOUSE H BAR,2015/05/22 04:00:00+00,RALEIGH,Restaurant
25097088,04092021585,98.5,2022-01-10T05:00:00Z,NA,Inspection,Angela Stocks,1797,HARRIS TEETER #331 DELI/BAKERY,2009/09/24 04:00:00+00,CARY,Food Stand
25097111,04092021584,100,2022-01-10T05:00:00Z,No signature due to Covid-19,Inspection,Angela Stocks,9731,HARRIS TEETER #331 PRODUCE,2009/09/24 04:00:00+00,CARY,Food Stand
25097455,04092017777,96,2022-01-10T05:00:00Z,NA,Inspection,Angela Myers,2334,Sushi Nine,2018/01/08 05:00:00+00,RALEIGH,Restaurant
25098014,04092440419,100,2022-01-10T05:00:00Z,No demerits found at the time of this school facility inspection.,Inspection,Jason Dunn,1712,NA,NA,NA,NA
25098281,04092015103,95.5,2022-01-10T05:00:00Z,"No PIC signature due to COVID-19 precautions.  Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources
Follow-Up: 01/20/2022",Inspection,Samatha Sparano,3636,Hyatt Place Cafe,2008/03/28 04:00:00+00,MORRISVILLE,Restaurant
25100779,04092018158,98,2022-01-10T05:00:00Z,"Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources",Inspection,Nikia Lawrence,2539,Dunkin Donuts #349131,2019/08/27 04:00:00+00,RALEIGH,Restaurant
25101410,04092012198,98,2022-01-10T05:00:00Z,"Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources

No recipient signature required due to covid restrictions.",Inspection,John Wulffert,2519,Windsor Point Restaurant,1998/02/27 05:00:00+00,FUQUAY VARINA,Restaurant
25102692,04092110119,99,2022-01-10T05:00:00Z,"Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources

*Melodee Wallace Johnson - melodee.johnson@wakegov.com - 919.609.1783*",Inspection,Melodee Johnson,5416,Wakefield High School Cafeteria,1999/08/12 04:00:00+00,RALEIGH,Public School Lunchrooms
25109883,04092025255,99.5,2022-01-10T05:00:00Z,"Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources  NO PIC SIGNATURE DUE TO COVID PANDEMIC",Inspection,Laura McNeill,18118,Harris Teeter Meat/Seafood #498,2019/04/18 04:00:00+00,FUQUAY-VARINA,Food Stand
25109887,04092018299,98,2022-01-10T05:00:00Z,"Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources",Inspection,Jamie Phelps,10222,YOUR PIE CARY,2020/01/23 05:00:00+00,CARY,Restaurant
25110883,04092300157,99,2022-01-10T05:00:00Z,"Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources
No PIC signature today due to COVID-19 precautions. Inspection report is emailed to PIC.",Inspection,Joanne Rutkofske,4794,Food Lion #1669 Meat Market,2000/03/15 04:00:00+00,RALEIGH,Meat Market
25111614,04092021058,99.5,2022-01-10T05:00:00Z,"No PIC signature due to COVID-19 precautions. 
Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources",Inspection,Ursula Gadomski,10513,Harris Teeter #90 Produce,2001/03/15 04:00:00+00,RALEIGH,Food Stand
25111634,04092021059,98.5,2022-01-10T05:00:00Z,"No PIC signature due to COVID-19 precautions. 
Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources",Inspection,Ursula Gadomski,12040,Harris Teeter #90 Meat Market,2001/03/15 04:00:00+00,RALEIGH,Food Stand
25115069,04092013932,98.5,2022-01-10T05:00:00Z,"Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources
Report and updated Employee Health policy e-mailed to PIC
Inspector info: Dipatrimarki Farkas; dipatrimarki.farkas@wakegov.com; (919) 210-8155",Inspection,Dipatrimarki Farkas,5554,Carolina Ale House,2003/11/05 05:00:00+00,RALEIGH,Restaurant
25116409,04092014128,98.5,2022-01-10T05:00:00Z,"Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources
*Inspector Info: Patricia Sabby/Patricia.Sabby@wakegov.com/919-796-8053*",Inspection,Patricia Sabby,8909,Target #1892 Cafe & Starbucks,2004/09/01 04:00:00+00,RALEIGH,Restaurant
25119839,04092017643,97.5,2022-01-10T05:00:00Z,"Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources

No recipient signature required due to covid restrictions.",Inspection,John Wulffert,10374,Texas Roadhouse #594,2017/07/13 04:00:00+00,HOLLY SPRINGS,Restaurant
25119937,04092017168,96.5,2022-01-10T05:00:00Z,"Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources

No signature of recipient due to COVID-19 pandemic.",Inspection,Christy Klaus,7897,BUFFALO BROTHERS GARNER,2016/03/03 05:00:00+00,GARNER,Restaurant
25121147,04092016240,95.5,2022-01-10T05:00:00Z,"Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources

No signature of recipient due to COVID-19 pandemic.",Inspection,Christy Klaus,16501,SUBWAY #52435,2012/08/20 04:00:00+00,GARNER,Restaurant
25122562,04092018300,94.5,2022-01-10T05:00:00Z,"Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources
*Inspector Info: Patricia Sabby/Patricia.Sabby@wakegov.com/919-796-8053*",Inspection,Patricia Sabby,17952,AC Hotel Raleigh North Hills Level 7,2020/01/24 05:00:00+00,RALEIGH,Restaurant
25123157,04092021909,100,2022-01-10T05:00:00Z,Inspection lead by Matthew Saliba,Inspection,Angela Stocks,15657,FOOD LION #1338 PRODUCE,2015/11/02 05:00:00+00,APEX,Food Stand
25123777,04092440440,93.5,2022-01-10T05:00:00Z,"Replace missing shield cover from hallway ceiling light. Staff should verify that students wash their hands immediately after contact with class pet animals and pet cages. All class pets should be checked by a vet regularly to verify that the animals are free of communicable diseases. Repair, replace, or remove deteriorated wooden play structure from the playground. The wooden beams of this structure are chipped, splintered, and deteriorated. This playground structure should be repaired or removed right away due to possible safety hazards.",Inspection,Jason Dunn,15765,NA,NA,NA,NA
25125593,04092025254,99,2022-01-10T05:00:00Z,"Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources NO PIC SIGNATURE DUE TO COVID 19 PANDEMIC.",Inspection,Laura McNeill,17623,Harris Teeter #498 Produce,2019/04/18 04:00:00+00,FUQUAY-VARINA,Food Stand
25126051,04092017968,98,2022-01-10T05:00:00Z,"No PIC signature due to COVID-19 precautions.  Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources",Inspection,Samatha Sparano,22366,Syneos Health Cafe,2018/10/31 04:00:00+00,MORRISVILLE,Restaurant
25127583,04092018036,95.5,2022-01-10T05:00:00Z,"Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources
Report e-mailed to PIC
Inspector info: Dipatrimarki Farkas; dipatrimarki.farkas@wakegov.com; (919) 210-8155",Inspection,Dipatrimarki Farkas,15178,Jumbo China,2019/01/27 05:00:00+00,RALEIGH,Restaurant
25128290,04092018030,97,2022-01-10T05:00:00Z,"Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources

*Melodee Wallace Johnson - melodee.johnson@wakegov.com - 919.609.1783*",Inspection,Melodee Johnson,22404,Randys Pizza,2019/01/22 05:00:00+00,RALEIGH,Restaurant
25130910,04092015280,93,2022-01-10T05:00:00Z,"Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources  **No signature due to COVID 19 precautions**",Inspection,Kendra Wiggins,16889,SITTI BY NEOMONDE,2008/11/05 05:00:00+00,RALEIGH,Restaurant
25131559,04092018550,96,2022-01-10T05:00:00Z,"***Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources***",Inspection,Nikia Lawrence,21272,Pho Super 9,2021/03/08 05:00:00+00,RALEIGH,Restaurant
25131718,04092017126,98,2022-01-10T05:00:00Z,"Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources

Allergy poster provided during inspection. Facility has bodily fluid cleanup kit, EHS emailed vomit and diarrheal poster to person in charge.",Inspection,Sarah Thompson,16660,SASSOOL,2015/12/07 05:00:00+00,CARY,Restaurant
25131908,04092300285,95.5,2022-01-10T05:00:00Z,"Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources
No PIC signature today due to COVID-19 precautions. Inspection report is emailed to PIC.",Inspection,Joanne Rutkofske,17907,El Rey Minisuper (Meat Market),2018/12/07 05:00:00+00,RALEIGH,Meat Market
25133289,04092018486,97.5,2022-01-10T05:00:00Z,"Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources

No recipient signature required due to covid restrictions.",Inspection,John Wulffert,19490,Chen's Garden,2020/11/24 05:00:00+00,HOLLY SPRINGS,Restaurant
25133802,04092021972,96.5,2022-01-10T05:00:00Z,"Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources  **No signature required due to COVID 19 precautions**",Inspection,Kendra Wiggins,16305,CARROLL'S KITCHEN,2016/09/15 04:00:00+00,RALEIGH,Food Stand
25134729,04092016778,97,2022-01-10T05:00:00Z,"Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources

No signature required due to COVID-19 precautions.",Inspection,Jamie Phelps,19691,BIRYANI MAXX,2014/09/29 04:00:00+00,CARY,Restaurant
25136854,04092017736,99,2022-01-10T05:00:00Z,"Inspection led by Jackson Schaub.
Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources",Inspection,Daryl Beasley,17045,Clean Juice Parkwest,2017/11/14 05:00:00+00,Morrisville,Restaurant
25137648,04092030522,98.5,2022-01-10T05:00:00Z,"Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources
No PIC signature today due to COVID-19 precautions. Inspection report is emailed to PIC.",Inspection,Joanne Rutkofske,12844,Merkato Cafe (WCID #813),2021/02/15 05:00:00+00,APEX,Mobile Food Units
25138589,04092017869,96.5,2022-01-10T05:00:00Z,"Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources",Inspection,Sarah Thompson,20880,HIBACHI CHINA BUFFET,2018/06/29 04:00:00+00,CARY,Restaurant
25138618,04092017160,95,2022-01-10T05:00:00Z,"Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources

*Melodee Wallace Johnson - melodee.johnson@wakegov.com - 919.609.1783*",Inspection,Melodee Johnson,14045,SUSHI SIAM,2016/02/19 05:00:00+00,WAKE FOREST,Restaurant
25139464,04092018689,98,2022-01-10T05:00:00Z,"Inspection lead by Peri Sellew.

Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources",Inspection,Lisa McCoy,13896,City Barbeque #10056,2021/08/05 04:00:00+00,RALEIGH,Restaurant
25139723,04092110540,99,2022-01-10T05:00:00Z,"Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources",Inspection,Laura McNeill,14167,South Lakes Elementary School Cafeteria,2020/08/05 04:00:00+00,FUQUAY VARINA,Public School Lunchrooms
25092908,04092015519,96,2022-01-11T05:00:00Z,"Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources. No signature required due to COVID-19.",Inspection,Elizabeth Jackson,879,GOLDEN CHINA CHINESE RESTAURANT,2009/11/24 05:00:00+00,CARY,Restaurant
25093035,04092021961,99.5,2022-01-11T05:00:00Z,"Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources  NO PIC SIGNATURE DUE TO COVID 19 PANDEMIC.

Inspection lead by Matthew Saliba",Inspection,Laura McNeill,2006,PUBLIX #1520 MEAT/SEAFOOD,2016/05/23 04:00:00+00,CARY,Food Stand
25093066,04092021962,100,2022-01-11T05:00:00Z,"Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources  NO PIC SIGNATURE DUE TO COVID 19 PANDEMIC

Inspection lead by Matthew Saliba",Inspection,Laura McNeill,881,PUBLIX #1520 PRODUCE,2016/05/23 04:00:00+00,CARY,Food Stand
25094825,04092021474,97,2022-01-11T05:00:00Z,"***Verification required: Send a picture to EHS via text or email of QA test strips by Friday January 21, 2022.***
Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources
Follow-Up: 01/21/2022",Inspection,Nikia Lawrence,1608,Lee's Kitchen,2007/09/20 04:00:00+00,RALEIGH,Food Stand
25097399,04092017850,98.5,2022-01-11T05:00:00Z,"Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources

No recipient signature required due to covid restrictions.
New vomit and health policies emailed.",Inspection,John Wulffert,21046,SEQIRUS CAFE,2018/05/21 04:00:00+00,HOLLY SPRINGS,Restaurant
25097670,04092018521,93,2022-01-11T05:00:00Z,"Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources
No PIC signature today due to COVID-19 precautions. Inspection report is emailed to PIC.",Inspection,Joanne Rutkofske,1626,Sam Jones BBQ,2021/01/21 05:00:00+00,RALEIGH,Restaurant
25098070,04092021650,96,2022-01-11T05:00:00Z,"Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources

*Melodee Wallace Johnson - melodee.johnson@wakegov.com - 919.609.1783*",Inspection,Melodee Johnson,2924,HARRIS TEETER #353 DELI,2011/02/04 05:00:00+00,WAKE FOREST,Food Stand
